x-axis,1,2
second,Volt,Volt
-1.0020000E+00,-15.8009E-03,-230.9E-06
-1.0017396E+00,-11.2280E-03,-166.6E-06
-1.0014792E+00,-5.3486E-03,-187.2E-06
-1.0012188E+00,-725.5E-06,-200.7E-06
-1.0009583E+00,+2.6413E-03,-187.2E-06
-1.0006979E+00,+5.1539E-03,-212.8E-06
-1.0004375E+00,+8.0685E-03,-212.8E-06
-1.0001771E+00,+11.8373E-03,-216.8E-06
-999.9167E-03,+16.0081E-03,-213.3E-06
-999.6563E-03,+21.4353E-03,-195.7E-06
-999.3958E-03,+28.1187E-03,-204.7E-06
-999.1354E-03,+34.4504E-03,-187.7E-06
-998.8750E-03,+37.8172E-03,-187.7E-06
-998.6146E-03,+41.1338E-03,-183.6E-06
-998.3542E-03,+45.3549E-03,-187.2E-06
-998.0938E-03,+48.2695E-03,-212.8E-06
-997.8333E-03,+52.4403E-03,-204.7E-06
-997.5729E-03,+57.4654E-03,-191.7E-06
-997.3125E-03,+62.4906E-03,-200.2E-06
-997.0521E-03,+67.5157E-03,-204.2E-06
-996.7917E-03,+72.5408E-03,-204.7E-06
-996.5313E-03,+76.7619E-03,-195.7E-06
-996.2708E-03,+80.0785E-03,-212.8E-06
-996.0104E-03,+83.8976E-03,-208.8E-06
-995.7500E-03,+85.5559E-03,-204.2E-06
-995.4896E-03,+87.6664E-03,-208.8E-06
-995.2292E-03,+89.7267E-03,-208.3E-06
-994.9688E-03,+93.4956E-03,-221.3E-06
-994.7083E-03,+97.6664E-03,-216.8E-06
-994.4479E-03,+103.0936E-03,-221.3E-06
-994.1875E-03,+108.9730E-03,-208.8E-06
-993.9271E-03,+113.9981E-03,-208.3E-06
-993.6667E-03,+118.6212E-03,-213.3E-06
-993.4063E-03,+121.9880E-03,-199.7E-06
-993.1458E-03,+124.9026E-03,-221.3E-06
-992.8854E-03,+128.6715E-03,-204.7E-06
-992.6250E-03,+132.0383E-03,-191.7E-06
-992.3646E-03,+135.3549E-03,-192.2E-06
-992.1042E-03,+140.7820E-03,-187.2E-06
-991.8438E-03,+146.6614E-03,-212.8E-06
-991.5833E-03,+151.6865E-03,-212.8E-06
-991.3229E-03,+156.3097E-03,-208.8E-06
-991.0625E-03,+160.0785E-03,-200.2E-06
-990.8021E-03,+163.8473E-03,-204.2E-06
-990.5417E-03,+167.2142E-03,-200.7E-06
-990.2813E-03,+170.1288E-03,-187.2E-06
-990.0208E-03,+173.8976E-03,-208.8E-06
-989.7604E-03,+178.0684E-03,-200.2E-06
