x-axis,1,2
second,Volt,Volt
-7.000000E-03,-1.528283589E+00,-28.471262E-03
-6.998698E-03,-1.532002183E+00,-27.792870E-03
-6.997396E-03,-1.539439369E+00,-28.471262E-03
-6.996094E-03,-1.543157963E+00,-28.471262E-03
-6.994792E-03,-1.546876555E+00,-28.471263E-03
-6.993490E-03,-1.548735852E+00,-29.149653E-03
-6.992188E-03,-1.550595148E+00,-27.792870E-03
-6.990885E-03,-1.552454447E+00,-27.792871E-03
-6.989583E-03,-1.556173043E+00,-28.471261E-03
-6.988281E-03,-1.561750931E+00,-27.792871E-03
-6.986979E-03,-1.565469521E+00,-28.471262E-03
-6.985677E-03,-1.567328821E+00,-28.471261E-03
-6.984375E-03,-1.571047415E+00,-27.792872E-03
-6.983073E-03,-1.574766001E+00,-28.471261E-03
-6.981771E-03,-1.574766009E+00,-27.792870E-03
-6.980469E-03,-1.578484603E+00,-27.792870E-03
-6.979167E-03,-1.582203191E+00,-27.792869E-03
-6.977865E-03,-1.584062493E+00,-27.114480E-03
-6.976563E-03,-1.587781076E+00,-27.792870E-03
-6.975260E-03,-1.587781093E+00,-27.792870E-03
-6.973958E-03,-1.593358983E+00,-27.792868E-03
-6.972656E-03,-1.598936867E+00,-27.114478E-03
-6.971354E-03,-1.602655454E+00,-27.114483E-03
-6.970052E-03,-1.604514751E+00,-28.471260E-03
-6.968750E-03,-1.606374055E+00,-27.792868E-03
-6.967448E-03,-1.610092648E+00,-27.114478E-03
-6.966146E-03,-1.613811242E+00,-27.114481E-03
-6.964844E-03,-1.617529835E+00,-27.792867E-03
-6.963542E-03,-1.621248437E+00,-27.114478E-03
-6.962240E-03,-1.626826293E+00,-27.114478E-03
-6.960938E-03,-1.624967032E+00,-27.114482E-03
-6.959635E-03,-1.630544913E+00,-27.792870E-03
-6.958333E-03,-1.634263497E+00,-27.792867E-03
-6.957031E-03,-1.636122794E+00,-27.114478E-03
-6.955729E-03,-1.637982111E+00,-27.114478E-03
-6.954427E-03,-1.643559980E+00,-27.114478E-03
-6.953125E-03,-1.645419277E+00,-27.114478E-03
-6.951823E-03,-1.647278585E+00,-27.114478E-03
-6.950521E-03,-1.650997190E+00,-27.114482E-03
-6.949219E-03,-1.656575068E+00,-27.792866E-03
-6.947917E-03,-1.660293650E+00,-27.114478E-03
-6.946615E-03,-1.662152959E+00,-27.114474E-03
-6.945313E-03,-1.665871527E+00,-26.436091E-03
-6.944010E-03,-1.665871566E+00,-27.114478E-03
-6.942708E-03,-1.671449417E+00,-27.114474E-03
