x-axis,1,2
second,Volt,Volt
-25.00000E-03,-2.55373238E+00,-651.70E-06
-24.97500E-03,-2.54996354E+00,-38.63E-06
-24.95000E-03,-2.54996354E+00,+415.52E-06
-24.92500E-03,-2.54933540E+00,+1.03298E-03
-24.90000E-03,-2.54902133E+00,+1.78675E-03
-24.87500E-03,-2.54902133E+00,+2.30371E-03
-24.85000E-03,-2.54619470E+00,+2.89102E-03
-24.82500E-03,-2.54438565E+00,+3.46891E-03
-24.80000E-03,-2.54431027E+00,+4.04680E-03
-24.77500E-03,-2.54399620E+00,+4.60207E-03
-24.75000E-03,-2.54204897E+00,+5.21828E-03
-24.72500E-03,-2.54022736E+00,+5.78926E-03
-24.70000E-03,-2.53894595E+00,+6.42557E-03
-24.67500E-03,-2.53545349E+00,+7.09642E-03
-24.65000E-03,-2.53240073E+00,+7.67305E-03
-24.62500E-03,-2.52873238E+00,+8.03549E-03
-24.60000E-03,-2.52500123E+00,+8.69190E-03
-24.57500E-03,-2.52453640E+00,+9.31564E-03
-24.55000E-03,-2.52069218E+00,+9.98712E-03
-24.52500E-03,-2.51232535E+00,+10.50345E-03
-24.50000E-03,-2.50567962E+00,+11.17305E-03
-24.47500E-03,-2.50316706E+00,+11.60144E-03
-24.45000E-03,-2.49784042E+00,+12.16614E-03
-24.42500E-03,-2.49301630E+00,+12.66866E-03
-24.40000E-03,-2.48840575E+00,+13.25220E-03
-24.37500E-03,-2.48369470E+00,+13.96828E-03
-24.35000E-03,-2.47871982E+00,+14.49906E-03
-24.32500E-03,-2.47771480E+00,+15.00157E-03
-24.30000E-03,-2.47424746E+00,+15.45509E-03
-24.27500E-03,-2.47310424E+00,+16.16551E-03
-24.25000E-03,-2.46962434E+00,+16.79177E-03
-24.22500E-03,-2.46767711E+00,+17.30685E-03
-24.20000E-03,-2.46512686E+00,+17.92242E-03
-24.17500E-03,-2.46084293E+00,+18.44755E-03
-24.15000E-03,-2.45511429E+00,+19.06564E-03
-24.12500E-03,-2.44939822E+00,+19.42368E-03
-24.10000E-03,-2.44003892E+00,+20.11589E-03
-24.07500E-03,-2.43273992E+00,+20.69567E-03
-24.05000E-03,-2.42359419E+00,+21.36401E-03
-24.02500E-03,-2.41378263E+00,+21.78298E-03
-24.00000E-03,-2.40523991E+00,+22.39793E-03
-23.97500E-03,-2.40069218E+00,+22.87657E-03
-23.95000E-03,-2.39527760E+00,+23.32381E-03
-23.92500E-03,-2.38959922E+00,+23.94629E-03
-23.90000E-03,-2.38692334E+00,+24.30245E-03
