x-axis,1,2
second,Volt,Volt
-50.00000E-03,+34.20729E-03,+29.75031E-03
-49.95000E-03,+48.47864E-03,+29.95936E-03
-49.90000E-03,+67.77513E-03,+30.15433E-03
-49.85000E-03,+84.45854E-03,+30.04981E-03
-49.80000E-03,+96.31784E-03,+30.08800E-03
-49.75000E-03,+109.58417E-03,+30.18247E-03
-49.70000E-03,+124.86055E-03,+29.94730E-03
-49.65000E-03,+144.15704E-03,+29.85685E-03
-49.60000E-03,+159.83543E-03,+29.97343E-03
-49.55000E-03,+172.69975E-03,+30.02368E-03
-49.50000E-03,+184.96105E-03,+30.00157E-03
-49.45000E-03,+196.21734E-03,+29.97745E-03
-49.40000E-03,+215.91583E-03,+30.17041E-03
-49.35000E-03,+239.83543E-03,+30.04378E-03
-49.30000E-03,+254.10679E-03,+29.94931E-03
-49.25000E-03,+265.36306E-03,+30.02167E-03
-49.20000E-03,+277.62437E-03,+29.89504E-03
-49.15000E-03,+296.92086E-03,+29.86489E-03
-49.10000E-03,+320.63944E-03,+29.79453E-03
-49.05000E-03,+335.51382E-03,+29.94529E-03
-49.00000E-03,+344.76005E-03,+29.94127E-03
-48.95000E-03,+350.79020E-03,+29.65785E-03
-48.90000E-03,+368.27764E-03,+29.85484E-03
-48.85000E-03,+387.57412E-03,+29.71614E-03
-48.80000E-03,+406.87061E-03,+29.64981E-03
-48.75000E-03,+421.14196E-03,+29.85082E-03
-48.70000E-03,+430.38819E-03,+29.64177E-03
-48.65000E-03,+444.65955E-03,+29.73423E-03
-48.60000E-03,+463.95603E-03,+29.60157E-03
-48.55000E-03,+483.25252E-03,+29.49906E-03
-48.50000E-03,+497.52387E-03,+29.71011E-03
-48.45000E-03,+506.56909E-03,+29.45484E-03
-48.40000E-03,+516.61934E-03,+29.47896E-03
-48.35000E-03,+540.33794E-03,+29.39855E-03
-48.30000E-03,+559.63443E-03,+29.40459E-03
-48.25000E-03,+573.90578E-03,+29.41866E-03
-48.20000E-03,+586.97110E-03,+29.28800E-03
-48.15000E-03,+597.82539E-03,+29.13122E-03
-48.10000E-03,+621.74498E-03,+28.95031E-03
-48.05000E-03,+641.04146E-03,+28.88197E-03
-48.00000E-03,+655.31282E-03,+29.11715E-03
-47.95000E-03,+667.37311E-03,+29.10308E-03
-47.90000E-03,+673.80528E-03,+28.98851E-03
-47.85000E-03,+688.67967E-03,+29.13524E-03
-47.80000E-03,+712.19726E-03,+28.99052E-03
-47.75000E-03,+726.66960E-03,+28.94629E-03
-47.70000E-03,+740.94096E-03,+28.94629E-03
